0,226.3874615
0.001362959,229.4193217
0.002016362,230.4470709
0.002084425,231.4748201
0.00381152,232.5539568
0.002217148,233.4789311
0.005579453,234.2497431
0.008965581,235.3802672
0.014003934,236.4594039
0.019021869,237.2302158
0.025698835,238.0524152
0.032379205,238.9260021
0.044029866,239.8509764
0.057339559,240.8273381
0.073946897,241.5981501
0.08725659,242.5745118
0.10384351,243.036999
0.125421139,243.8591984
0.143673897,244.4758479
0.163578881,245.04111
0.183490672,245.709147
0.20174343,246.3257965
0.226605092,246.7368962
0.251476964,247.3021583
0.276342029,247.7646454
0.304518353,248.2271326
0.329383419,248.6896197
0.355907516,249.2034943
0.380765775,249.5632066
0.403982018,250.1284687
0.428853889,250.6937307
0.458682439,251.1048304
0.483547504,251.5673176
0.506760344,252.0811922
0.531628812,252.5950668
0.561467571,253.1603289
0.583017975,253.5714286
0.611204508,254.1880781
0.627788025,254.5991778
0.659285816,255.2158273
0.677504543,255.3186023
0.689114366,255.626927
0.718953125,256.1921891
0.735533238,256.5519013
0.768700272,257.3741007
0.778657868,257.7338129
0.813466918,258.3504625
0.833354887,258.6587873
0.858243774,259.4809866
0.87319208,260.2004111
0.899726387,260.8684481
0.909687387,261.2795478
0.93459329,262.3586845
0.944561097,262.8725591
0.956208354,263.7461459
0.967848805,264.5169579
0.971224723,265.4933196
0.977891481,266.1613566
0.991218189,267.3946557
0.994604317,268.5251799
0.999676701,270.1181912
1,275.2569373
