index,beam_position,fire_hrr_density,fire_load_density,fire_nft_ubound,fire_resistance_equivalence,fire_spread_speed,fire_type,flag_solver_status,opening_factor,solver_iter_count,solver_protection_thickness,solver_steel_temperature_solved,window_open_fraction
0,12.294,0.25,386.98359332604576,884.4402155697219,2225.904541502351,0.012172249999999999,1,True,0.030494667248430394,5,0.006756765556223462,892.6499523907717,0.8538942456551409
0,20.43,0.25,374.89759581650264,868.538027945186,2239.4515424398865,0.01607825,1,True,0.0037949392196825753,4,0.006809574682032368,892.6055164908031,0.10626371935456203
0,21.354,0.25,325.9460996344407,888.8037017776576,2309.1559712132557,0.00933575,1,True,0.03337423165775443,5,0.0070817611900245376,892.3943033222868,0.9345261626747208
0,14.958000000000002,0.25,302.66504968894674,1068.4167536278458,2329.98144932131,0.00818875,1,True,0.03128401680524228,9,0.007162914948677471,892.2424034779997,0.8759971608593329
0,10.89,0.25,375.30839345648883,969.2204060694221,2339.7116378357628,0.01373775,1,True,0.033167052048865706,6,0.007201088840349533,892.2121679404244,0.9287248376625165
0,19.566000000000003,0.25,309.2113050855561,1002.9676369437524,2342.9434877877657,0.014822749999999999,1,True,0.032153181399119574,7,0.0072136440538525986,892.5513367546314,0.9003350111199291
0,11.598,0.25,312.2793503282283,1138.1751894902882,2360.9915568630768,0.01683775,1,True,0.03390886911379221,9,0.007284036700528291,892.0739866257112,0.9494967751920902
0,13.662,0.25,317.3238528264993,1114.9311759672344,2362.0831279026675,0.01085475,1,True,0.03170401992745838,10,0.007288315167527325,892.3980190028262,0.8877578482705384
0,16.458000000000002,0.25,363.5823040871536,943.7073782478054,2369.5090112869557,0.01429575,1,True,0.03144855599835171,6,0.0073174675256214424,892.7323803433854,0.8806044933163909
0,10.962000000000002,0.25,657.4717621731131,828.0675474550088,2380.9499507402165,0.01584575,1,True,0.013174339481570187,3,0.007361971121467565,892.3338543998897,0.368900325488849
0,12.798,0.25,443.66149144681805,853.9503774973202,2387.2444454030033,0.00882425,1,True,0.028114102905422333,4,0.007386523885876242,892.795686232419,0.7872350433314617
0,20.490000000000002,0.25,289.93007483420354,1028.9608883762119,2424.584815200912,0.00496475,1,True,0.03184883429535343,9,0.0075325368533743185,892.4661935066739,0.891812857443991
0,13.47,0.25,471.8466808490392,973.5522386735246,2487.493002056254,0.01813975,1,True,0.015701453673361794,6,0.0077784243390512904,892.4582266453828,0.43966313293005377
0,12.725999999999999,0.25,404.00632219008486,973.8785685879594,2519.94394144216,0.01105625,1,True,0.02830529853256691,6,0.00790529890328995,892.1329862633273,0.7925887940211527
0,19.962,0.25,329.8504412334176,1000.0300282389821,2557.613425832755,0.00942875,1,True,0.033553395602275195,7,0.008052373639685289,892.5060414819626,0.9395430090632653
0,9.738,0.25,456.2461951773705,941.4358833399165,2577.1060332342995,0.009986749999999999,1,True,0.029383253726513122,6,0.008128561233775521,892.5330156920314,0.822773079348356
0,20.165999999999997,0.25,551.6578394044769,744.0242589693501,2588.5414463808193,0.0053212500000000005,1,True,0.030859321042741705,5,0.008173211221677407,892.8920477354434,0.864105072816561
0,17.754,0.25,372.9509986792027,965.7651757611983,2590.925701773039,0.009692250000000001,1,True,0.032088525402707624,6,0.008182505403393199,892.2718911747684,0.8985245508570414
0,10.314,0.25,512.6931544543239,870.0777832430173,2605.2610724578285,0.011691749999999999,1,True,0.03232023899166923,4,0.008238540546472953,892.8789265069322,0.9050128623589351
0,14.082,0.25,377.07117736313086,1056.1812617472995,2628.0398366446575,0.014140749999999999,1,True,0.03178961679505916,8,0.00832747200740203,892.6605114706614,0.8901546828414806
0,15.75,0.25,394.94966628276575,908.8406386774261,2628.404115255326,0.0037712500000000003,1,True,0.03486767589588928,6,0.008328895884405,892.4470139287946,0.9763447347798424
0,19.086,0.25,467.8994615632619,858.0577472988166,2629.599805320618,0.01183125,1,True,0.03031869789705209,4,0.008333570713511566,893.0199134980801,0.8489668524381733
0,20.142000000000003,0.25,343.2444779371408,974.8519864292705,2632.3774674887813,0.0066387500000000006,1,True,0.02457388266309213,7,0.008344437506552324,892.3907522921402,0.6881038192177373
0,17.586,0.25,399.69607348501347,948.0696641170844,2635.561579117456,0.009940250000000001,1,True,0.033107914421532346,6,0.008356906175442914,892.7062621644044,0.9270688996170128
0,9.81,0.25,790.4725602378726,1023.1776615963989,2639.0587101928177,0.01755075,1,True,0.017892349864855325,8,0.008370614969614443,892.2473539265116,0.5010113560637357
0,12.642000000000001,0.25,398.06035963901076,1030.869596738275,2651.3143620943956,0.014636749999999999,1,True,0.03308572470107373,7,0.008418385056740148,892.289751881464,0.9264475557453794
0,18.162,0.25,418.58181445103975,939.5709219871532,2670.2610193937185,0.01221875,1,True,0.03431413596529919,5,0.008492480970127876,892.2590491612024,0.9608448259721619
0,11.742,0.25,729.9909828185982,1004.2873788567181,2671.664756139022,0.01823275,1,True,0.01834034117807006,8,0.008497924957616806,892.6689596483078,0.5135557528050131
0,16.662,0.25,361.02743855290413,1028.4823545050847,2673.0648040832934,0.00558475,1,True,0.027859157249835655,8,0.008503405481383338,892.0901492954783,0.7800962007762458
0,12.966000000000001,0.25,419.18396283519354,1020.002661446779,2699.4684508980413,0.011195749999999999,1,True,0.026459017249750506,7,0.00860651711509612,892.4564581424115,0.7408902806248844
0,10.23,0.25,559.495406033881,1103.2326813055708,2704.8191197113283,0.018589249999999998,1,True,0.005833730029860341,9,0.008627348521797851,892.3934203922981,0.16335277452354358
0,16.134,0.25,409.72177550894634,976.1372150954618,2709.6849159421117,0.00918075,1,True,0.032375136349079375,6,0.00864629425518121,892.1607595045427,0.906550066789215
0,11.010000000000002,0.25,428.09367552865575,1038.9022447958303,2715.1853878133284,0.00789425,1,True,0.01924388806362945,8,0.00866774574092648,892.5670022822462,0.5388563563490149
0,13.974,0.25,354.6763161028876,1156.2926217521945,2729.9153364162,0.00682475,1,True,0.030089503773724845,10,0.008725368719275303,892.1213384871683,0.8425490895731864
0,11.358,0.25,656.3419480768537,1062.9781457359818,2747.0767753444234,0.018387749999999998,1,True,0.01960626795740718,9,0.008792205302104924,892.4651647172806,0.5490035110471482
0,20.058,0.25,429.1582207655776,949.7531334846424,2753.0678216407273,0.012993749999999998,1,True,0.027283680359917198,5,0.008815618771297449,892.1394094838853,0.7639820257696575
0,14.910000000000002,0.25,433.46843861652377,980.8367624674297,2756.1164203131616,0.011490249999999999,1,True,0.02860252093731437,6,0.008827548895901849,892.4627233781042,0.8009114459466857
0,13.554000000000002,0.25,456.6656381387559,969.5597963919856,2783.2348206497554,0.00922725,1,True,0.03156446612202017,6,0.008933299870810364,892.4562010112604,0.883850142360775
0,11.502,0.25,480.5790764838903,961.8248105097118,2783.3091000444138,0.00767725,1,True,0.03409025601115131,6,0.008933590348200656,892.3754572366277,0.9545758674356739
0,17.502,0.25,442.4357332571728,1049.1841973309738,2790.9748827622834,0.01662075,1,True,0.0064170445181887265,7,0.008963559440123605,892.4073417322793,0.17968641348189351
0,16.998,0.25,434.7943779096633,940.9737500456598,2792.365184256147,0.00808025,1,True,0.03335939358074395,6,0.008968949291613074,892.779011373319,0.9341106753217151
0,16.83,0.25,424.1334636780747,1001.1038737199432,2809.5328700910136,0.013226249999999998,1,True,0.026865802949748965,6,0.009035818540215953,892.2269921197039,0.7522808613324461
0,10.506,0.25,437.54927769188345,1050.8158026690262,2813.118418112516,0.012590749999999998,1,True,0.029673200387216592,8,0.009049827621607144,892.6232105646993,0.8308920000470023
0,11.034,0.25,439.5010467703485,1069.368535016365,2814.221123805196,0.00935125,1,True,0.029396821559470064,8,0.009054138894755513,892.3855855028293,0.8231529980532744
0,21.534,0.25,374.47830485216446,1071.5176454949153,2821.05809615473,0.01029675,1,True,0.02241566370871213,8,0.00908085436409235,892.2846950645604,0.6276706054038106
0,13.818,0.25,472.46618838257535,948.9155403573286,2824.9379119918617,0.00719675,1,True,0.016468185488739174,6,0.009095897576505642,892.5758398312922,0.46113271906384456
0,11.478,0.25,444.05479735908887,1032.2958128604218,2835.1644607530357,0.00668525,1,True,0.013844317845194479,8,0.009135715311663094,892.5718454956847,0.3876606767578623
0,16.374000000000002,0.25,499.71664035409685,900.1214467778981,2841.233868213052,0.011552249999999998,1,True,0.006961981484057471,4,0.009159399358791105,892.021975398674,0.19494542698773998
0,21.114,0.25,402.19492950680194,1070.561134306452,2841.4757322851624,0.011939749999999999,1,True,0.03509026643841762,8,0.009160344007844944,892.3834767332578,0.9825775879490136
0,20.357999999999997,0.25,406.8373336483278,927.85775252585,2854.8751376635205,0.00375575,1,True,0.015195305757882721,6,0.009212572025688258,892.2110393468316,0.4254902682466337
0,18.174,0.25,395.4952264427732,1061.8023286650225,2873.1062999902515,0.012807749999999998,1,True,0.032568393746380694,7,0.009283595320593153,892.1964262341659,0.9119615499886058
0,20.754,0.25,346.81809393430825,1134.2348242388016,2889.7036004810157,0.01006425,1,True,0.028288230059389293,9,0.00934816816488213,892.3107888530158,0.7921108523892683
0,17.178,0.25,398.4794697555209,1025.5986716527138,2892.5339009207196,0.00482525,1,True,0.025821052537905002,8,0.00935920183731719,892.391429447186,0.7230263573382989
0,17.214,0.25,482.5016150069653,930.0333852135473,2892.8569939419435,0.01139725,1,True,0.03532780302281098,5,0.009360459672160953,892.5740947947315,0.989228951641349
0,13.038,0.25,457.81706921868823,1039.8406929957953,2907.4984936418596,0.00840575,1,True,0.03282551035505458,8,0.00941757866124102,892.6004147107582,0.9191611823315456
0,16.302,0.25,510.2172551589853,1002.1712373175654,2909.816947768632,0.014884749999999999,1,True,0.01914981012406393,6,0.0094266442644942,892.1691837917305,0.536222039647552
0,11.790000000000001,0.25,426.77393097204305,1161.3784372818059,2913.1037540206953,0.009025749999999999,1,True,0.025792617447676778,10,0.009439377756701901,892.4603792125257,0.7222301341913873
0,19.866,0.25,398.9122335685308,1011.7732029762839,2926.9412181137104,0.00914975,1,True,0.03330012753115597,7,0.009493145240613643,892.5527392212273,0.9324511412696264
0,18.978,0.25,370.01617474068456,1090.7777997357387,2932.5333573282796,0.00449975,1,True,0.02758990181562539,9,0.00951494860692275,892.0192765470828,0.7725566639775501
0,12.954,0.25,559.6596007274683,879.6783875315334,2934.5712126429908,0.0067782499999999996,1,True,0.02959584913546809,4,0.009522902241754245,892.2047248669893,0.8287260544990748
0,16.962,0.25,383.614813424648,1118.8562562954264,2935.296310146868,0.0062977499999999995,1,True,0.03153792502924043,9,0.009525733303480714,892.1165131071655,0.8831069538480627
0,12.018,0.25,523.4548928306995,939.0976873558698,2939.5155613563306,0.01009525,1,True,0.032031454737751534,5,0.009542217739146926,892.4782786278611,0.8969264907108293
0,10.218,0.25,615.5988706842759,1200.0,2941.6715085799956,0.01792275,1,True,0.017534186733646925,11,0.009550579738928361,892.4121208632494,0.49098227674133643
0,10.422,0.25,498.03067486178077,997.8619869475042,2941.822231871401,0.01004875,1,True,0.025960859465104305,7,0.009551163131499401,892.6440517169394,0.7269411510189663
0,17.85,0.25,561.1124230947822,995.9414570518783,2948.8986354438875,0.01593875,1,True,0.016321778824541014,6,0.009578580477336158,892.3833379087785,0.45703312331925383
0,10.878,0.25,453.39048891823404,1076.0941992344076,2960.18828955803,0.013024749999999998,1,True,0.029273299710437586,8,0.009622507812538594,892.6319368273436,0.8196942098250819
0,11.082,0.25,422.6400083510921,1149.0055129073771,2962.261948459931,0.01352075,1,True,0.03216122225523379,9,0.009630592116965604,892.3674964506522,0.9005601665777715
0,11.97,0.25,449.7415488821254,1085.7042494312886,3013.789235221717,0.0061582500000000005,1,True,0.03480152801607899,8,0.009830790095113647,892.0795143989197,0.9744924996505936
0,12.282,0.25,461.28179699299085,1088.988994533917,3018.1291901636077,0.00715025,1,True,0.023172559955575434,8,0.009847634096767885,892.1096214575481,0.6488647815687536
0,17.766000000000002,0.25,562.3300877785742,1019.0188341048057,3038.4401759841944,0.015551249999999999,1,True,0.018447505350235763,7,0.009926569767106241,892.725930097494,0.5165565027134222
0,15.725999999999999,0.25,448.75642009624437,1055.947681965725,3039.8047162794733,0.01077725,1,True,0.030818946624747736,7,0.009931853591479162,892.1614344481324,0.8629745314364613
0,11.25,0.25,480.3071075708531,1088.734640052131,3047.4914976772566,0.00772375,1,True,0.0283729681923855,8,0.009961653429408367,892.1918230951568,0.7944836411645497
0,14.25,0.25,493.0580999891038,997.3155654981528,3049.3041042449586,0.00908775,1,True,0.02558894283083745,6,0.009968689018577795,892.1114883408861,0.7165269539635699
0,11.622,0.25,510.94998526740545,917.7642793122235,3050.832687017849,0.00372475,1,True,0.03187404309140163,6,0.009974673404519015,892.7291694200219,0.8925187397449877
0,13.986,0.25,527.5410417096826,900.9695827521541,3062.6987119464166,0.0044687500000000005,1,True,0.03138514627432865,5,0.01002080923700804,892.5368554873994,0.8788289304607361
0,14.814000000000002,0.25,446.69440160123224,1097.0323630562477,3063.593370377475,0.01397025,1,True,0.014257961529586844,8,0.010024266368135996,892.5672002918254,0.39924329082532395
0,11.43,0.25,401.24471805606373,1200.0,3064.2721388458185,0.00480975,1,True,0.032390754156367066,11,0.01002688979492086,892.40139449721,0.9069873877038546
0,15.378,0.25,477.72308974670324,1013.0378770971531,3068.520454523453,0.011443749999999999,1,True,0.03448539327488552,6,0.010043319905931264,892.2375909830478,0.9656402752876377
0,20.646,0.25,388.25573048567026,1044.052318034275,3069.368021689609,0.00648375,1,True,0.009629632791240312,8,0.010046599970030566,892.5585620609367,0.2696434744220857
0,10.014,0.25,467.98914358237704,1144.9895330637053,3071.5757143021583,0.00880875,1,True,0.03444309994732847,9,0.010055147022367547,892.1210104346962,0.9644560016985424
0,9.69,0.25,478.39658818325654,1093.100189028707,3076.8051627088817,0.005910250000000001,1,True,0.03269765154055127,8,0.010075411879877226,892.0288533088275,0.9155809528746632
0,18.509999999999998,0.25,547.3816250427059,1096.767664207146,3080.2772795795436,0.01773675,1,True,0.01741017940145791,8,0.01008888155862459,892.4113587907664,0.48750989429123126
0,16.362000000000002,0.25,422.78487966091404,1108.254428056604,3089.5327293302053,0.00725875,1,True,0.02931482999177693,9,0.010124944602362882,892.5182669437143,0.8208571170300435
0,16.086,0.25,679.1680703939724,1024.6323433825398,3102.489653319092,0.01891475,1,True,0.019693565330095957,7,0.010175039836689782,892.2482767295976,0.5514479621897851
0,21.09,0.25,382.0555195625864,1152.7847321148658,3112.6248471401295,0.00932025,1,True,0.031643370682791064,9,0.010214365593494335,892.2980896448787,0.8860595827802857
0,16.602,0.25,550.6178043856132,919.6588116900755,3114.4391801828483,0.010978749999999999,1,True,0.018552855965919223,5,0.010221421349476054,892.8545867393364,0.5195064704495995
0,11.346,0.25,547.3496702837695,953.8245014766935,3119.6763467193286,0.00535225,1,True,0.030396454919256286,6,0.010241805663066175,892.5271505727565,0.8511441601385175
0,9.99,0.25,525.83120070243,1024.874178326754,3121.7195174954204,0.00622025,1,True,0.027687804146145877,7,0.01024969954197281,892.2582184531701,0.7752980690890283
0,12.174,0.25,487.65490698856456,1067.9415917400495,3122.090843649382,0.01003325,1,True,0.03351585659638594,8,0.010251132367169055,892.6102166663096,0.9384918632725828
0,17.082,0.25,436.07696251997504,1058.0514296056554,3123.8368198568915,0.006390750000000001,1,True,0.031007977946385424,8,0.010257871315287211,892.4173477536951,0.8682676784801733
0,21.102000000000004,0.25,390.7446413518277,1037.0218542640182,3124.0773451261175,0.00603425,1,True,0.03217727718943837,7,0.010258799903634493,892.0637116816979,0.9010097276705348
0,17.25,0.25,423.88347664374265,1121.9609458366026,3124.373960166958,0.01186225,1,True,0.03433326436245653,8,0.010259945113378946,892.151136474697,0.9613804484181521
0,13.410000000000002,0.25,438.6727317656748,1060.8630408984784,3124.5616220251577,0.00414325,1,True,0.0322092815962674,8,0.010260669706686647,892.088568092431,0.9019058967811628
0,9.629999999999999,0.25,456.32928099297,1095.1873066923827,3125.206207208014,0.00420525,1,True,0.01661139978921549,9,0.01026315881630219,892.5559483135429,0.4651429240638203
0,14.922,0.25,502.7180447637427,964.3501223574181,3131.005212859166,0.00511975,1,True,0.03382948353368588,6,0.01028557010549193,892.2781847213856,0.9472738655440341
0,17.394,0.25,497.2371022802535,967.1609858765917,3139.2155477391484,0.00868475,1,True,0.03359108280638011,6,0.01031735531479806,892.7183191924805,0.9405983046156927
0,20.322,0.25,440.48942800848977,1032.7702776805409,3140.4983154365686,0.009723250000000001,1,True,0.03147551439609887,7,0.010322327125036668,892.5703278476502,0.8813593669643259
0,19.722,0.25,476.6482648979096,984.1735014627316,3140.6945692206345,0.01059125,1,True,0.02757008028149668,6,0.010323087910513618,892.616318708772,0.7720016327061913
0,12.870000000000001,0.25,510.7650895276201,1029.1999457332772,3141.9079395477697,0.00859175,1,True,0.016888743955686545,7,0.010327792387888075,892.4252006992643,0.4729089569208552
0,11.190000000000001,0.25,494.1534144273167,1070.8000542667228,3144.035584359742,0.010451750000000001,1,True,0.03252238254120032,7,0.010336085517056752,892.0430209796461,0.910673170514939
0,16.637999999999998,0.25,412.7716255589241,1166.3098612181093,3146.848590085641,0.00975425,1,True,0.03044034481972556,9,0.01034702274767486,892.2483670402712,0.8523731400499156
0,16.422,0.25,455.8140042616487,1038.6674597603005,3153.9609319774754,0.00522825,1,True,0.03324835054036588,8,0.010374559596137633,892.4660675317975,0.931001311562261
0,18.018,0.25,446.21337774064875,1052.9140204757016,3156.2649489709174,0.01018825,1,True,0.019948086536326227,7,0.01038345182933901,892.2261053995115,0.5585749195566808
0,16.722,0.25,523.679068142831,956.9534606324139,3157.8211395087196,0.01113375,1,True,0.032929979143601386,5,0.01038946072615603,892.3104592380066,0.9220864576481759
0,12.762,0.25,473.9609195972765,1045.2196837579336,3165.782226724785,0.00479425,1,True,0.032233194475319006,8,0.010420236527379983,892.5116252359124,0.902575491554992
0,12.437999999999999,0.25,520.033661552214,1037.9626648545677,3169.944239269557,0.007754750000000001,1,True,0.03488552439368666,7,0.010436349523135149,892.1735710508776,0.9768445182153724
0,17.37,0.25,435.56573090725027,1099.1639713460863,3173.3083562721704,0.01031225,1,True,0.031265427873904364,8,0.010449385205860704,892.492117898933,0.8754766442269323
0,19.206,0.25,514.4240359197266,959.2327298535034,3175.086662843361,0.01122675,1,True,0.02419879530412188,5,0.01045628019529188,892.3329825702729,0.6776008373411546
0,13.206,0.25,528.3989314949255,962.9149505723477,3177.4440592063147,0.00501125,1,True,0.02840644629931246,6,0.010465479165665781,892.3672150540867,0.7954210759831517
0,19.71,0.25,507.90481820912504,893.802475052458,3180.5182498730132,0.00515075,1,True,0.02502423477854823,5,0.01047741416384556,892.7893139620684,0.7007143217942615
0,16.17,0.25,488.0498861975328,1004.024174571527,3182.8479980089455,0.0075067499999999995,1,True,0.02907455802038455,6,0.010486392477182275,892.0833764765392,0.8141291585941393
0,20.31,0.25,459.3007959909401,1005.3365695393129,3183.612643723097,0.00927375,1,True,0.03017094851688886,6,0.010489340364722327,892.298532307952,0.844829658728444
0,15.246000000000002,0.25,463.10528946389553,1011.5194249343992,3206.5766088435785,0.00363175,1,True,0.03461072142997899,8,0.010578124543781391,892.5947295775372,0.9691496426659093
0,18.918,0.25,429.9440057961529,1087.7200916571092,3207.705441580482,0.010002249999999999,1,True,0.033965449801070545,8,0.010582547250922295,892.4628272056754,0.9510811152633748
0,14.838,0.25,475.84961593487833,1079.0168578593439,3218.291922392234,0.011970749999999999,1,True,0.03210474509033693,7,0.010623416572616994,892.2083974506671,0.8989787252810534
0,15.713999999999999,0.25,561.9720030356026,1200.0,3220.2327440659847,0.01820175,1,True,0.01601885052133364,10,0.010630904827522969,892.5508933831354,0.44855069808576764
0,18.762,0.25,431.2796130490794,1068.892396904208,3225.7373100901123,0.007119250000000001,1,True,0.031114370119110404,8,0.010652161749940357,892.5810775519715,0.8712468113014136
0,17.622,0.25,536.1365265730664,935.7013411284684,3229.510879428351,0.00817325,1,True,0.033263138539241656,5,0.010666749947333189,892.6200764203647,0.9314153966559564
0,15.054000000000002,0.25,477.3481330674643,1089.4985822729143,3229.611071419251,0.00950625,1,True,0.034267252713929254,8,0.01066713745280693,892.5157242957364,0.9595320279594389
0,16.494,0.25,523.8623025819332,971.9062320413731,3232.7738891110653,0.00812675,1,True,0.03407328947543583,6,0.010679374672922678,892.7116393960572,0.9541007801983507
0,18.066000000000003,0.25,482.4844133247218,1003.7606014094223,3235.5554828856434,0.008529750000000001,1,True,0.020192193637068288,6,0.010690144263127874,892.1538263929921,0.5654102670929926
0,9.714,0.25,537.9131345832636,1044.5193665109985,3235.845350628427,0.01062225,1,True,0.03481737489624584,7,0.010691266948217079,892.5498291878762,0.974936234933088
0,16.218000000000004,0.25,464.17575361931614,1092.8408408282196,3238.9002730471275,0.00963025,1,True,0.0216019392419274,8,0.01070314775289094,892.5425371984097,0.6048851578999673
0,20.778,0.25,379.38087814086134,1141.5209162377164,3245.4167952350476,0.00408125,1,True,0.02946408861303614,10,0.010728270937001563,892.3737420514514,0.8250365716464639
0,19.578,0.25,434.6635444764703,1037.2571777269316,3253.4478479235686,0.00403475,1,True,0.03127473025654141,8,0.01075923666892132,892.2134001542994,0.8757371242295485
0,13.53,0.25,480.2284860275548,1137.8104686799477,3275.436798838166,0.0064062500000000005,1,True,0.02886715753669379,9,0.010844195709001383,892.2463243669149,0.8083216487719506
0,21.294,0.25,578.9854394561569,951.4043705926449,3276.10887062135,0.01017275,1,True,0.03135774863275933,5,0.01084678298719746,892.0761085920259,0.8780617573583055
0,14.645999999999999,0.25,458.65080876268837,1174.3868803469566,3281.2982935457985,0.01032775,1,True,0.029132192494879968,9,0.010866774321135203,892.2026651474905,0.8157430062128742
0,11.382,0.25,550.188611166458,1040.0751397230463,3288.1212310313804,0.00794075,1,True,0.029848986745453804,7,0.010893094743864145,892.454842794759,0.8358142691946072
0,12.078,0.25,656.0140794984299,889.8409342444758,3299.497954193024,0.00811125,1,True,0.0260699591200206,4,0.010937072050002031,892.7516490463797,0.7299960972092968
0,17.442,0.25,464.7138653806042,1064.3918876683929,3299.838034316042,0.00724325,1,True,0.031190429141911502,7,0.010938388355789799,892.017189809322,0.8733765725928195
0,10.902000000000001,0.25,519.0351365764565,1109.6794019841038,3300.5925423828617,0.00910325,1,True,0.02141120039457017,8,0.010941287914991377,892.2838317180493,0.5995441976968481
0,9.822,0.25,643.6892550570094,925.6131196530436,3302.8452070741127,0.00905675,1,True,0.03342625363839231,5,0.010949981900775708,892.8448315751208,0.9359828524478008
